P. Name,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),
Kepler-1550 b,non-habitable,,5.34,3.01,2.589305,2.589306,2.589306,
Kepler-1551 b,non-habitable,,3.57,2.65,63.68481,63.68482,63.68483,
Kepler-1552 b,mesoplanet,,25.16,2.46,1.105641,1.105641,1.105641,
Kepler-1553 b,non-habitable,,1.4,1.15,195.0811,195.0811,195.0812,
Kepler-1554 b,non-habitable,,4.74,2.9,1.1775,1.177501,1.177501,
Kepler-1555 b,non-habitable,,4.54,1.61,186.562,186.562,186.5621,
Kepler-1556 b,non-habitable,,9.51,1.96,117.0242,117.0242,117.0243,
Kepler-1557 b,non-habitable,,3.69,1.52,713.1526,713.1528,713.1528,
Kepler-1558 b,non-habitable,,0.25,0.68,210.6165,210.6165,210.6166,
Kepler-1559 b,non-habitable,,0.29,0.72,1445.444,1445.444,1445.445,
Kepler-1560 b,non-habitable,,0.58,0.88,626.9587,626.9588,626.9589,
Kepler-1561 b,non-habitable,,1.14,1.09,3451.681,3451.681,3451.682,
Kepler-1562 b,non-habitable,,8.87,3.55,10.9017,10.9017,10.9017,
Kepler-1563 b,non-habitable,,0.34,0.75,489.9436,489.9437,489.9438,
Kepler-1564 b,non-habitable,,3.22,1.47,39.28318,39.2832,39.28321,
Kepler-1565 b,non-habitable,,1.54,1.19,502.9628,502.9628,502.9628,
Kepler-1566 b,non-habitable,,0.39,0.78,2993.51,2993.51,2993.51,
Kepler-1567 b,non-habitable,,3.92,2.73,2.598965,2.598965,2.598966,
Kepler-1568 b,non-habitable,,2.1,1.3,68.38081,68.38081,68.38084,
Kepler-1569 b,non-habitable,,5.27,1.68,606.7762,606.7764,606.7765,
Kepler-1570 b,non-habitable,,1.07,1.06,23.509,23.509,23.50901,
Kepler-1571 b,non-habitable,,3.69,1.52,1219.903,1219.903,1219.903,
Kepler-1572 b,non-habitable,,0.71,0.94,221.7118,221.7119,221.7119,
Kepler-1573 b,non-habitable,,1.59,1.2,735.0216,735.0218,735.022,
Kepler-1574 b,non-habitable,,2.04,1.29,239.267,239.2671,239.2671,
Kepler-1575 b,non-habitable,,2.17,1.31,606.6573,606.6575,606.6575,
Kepler-1576 b,non-habitable,,0.99,1.04,227.589,227.5891,227.5891,
Kepler-1577 b,non-habitable,,1.31,1.13,72.64885,72.64886,72.64886,
Kepler-1578 b,non-habitable,,0.99,1.04,1070.206,1070.206,1070.206,
Kepler-1579 b,non-habitable,,0.49,0.84,762.972,762.972,762.9722,
Kepler-1580 b,non-habitable,,12.69,2.11,57.9494,57.94941,57.94942,
Kepler-1581 b,non-habitable,,0.41,0.8,372.8468,372.8468,372.8469,
Kepler-1582 b,non-habitable,,3.4,1.49,6.378269,6.378271,6.378272,
Kepler-1583 b,non-habitable,,0.17,0.6,104.5847,104.5847,104.5847,
Kepler-1584 b,non-habitable,,4.54,1.61,119.7036,119.7036,119.7036,
Kepler-1585 b,non-habitable,,6.72,1.79,346.9966,346.9967,346.9968,
Kepler-1586 b,non-habitable,,3.69,1.52,286.2322,286.2322,286.2323,
Kepler-1587 b,non-habitable,,2.3,1.33,206.7898,206.7898,206.7898,
Kepler-1588 b,non-habitable,,0.36,0.76,173.2397,173.2397,173.2397,
Kepler-1589 b,non-habitable,,1.14,1.09,4793.25,4793.25,4793.251,
Kepler-1590 b,non-habitable,,1.35,1.14,263.4486,263.4486,263.4486,
Kepler-1591 b,non-habitable,,1.92,1.27,245.4797,245.4797,245.4797,
Kepler-1592 b,non-habitable,,3.78,1.53,1154.769,1154.769,1154.769,
Kepler-1593 b,non-habitable,,6.26,3.17,1.02073,1.02073,1.02073,
Kepler-1594 b,non-habitable,,1.07,1.06,867.2937,867.2938,867.2938,
Kepler-1595 b,non-habitable,,1.75,1.23,163.0962,163.0962,163.0962,
Kepler-1596 b,non-habitable,,8.48,1.9,8.096533,8.096533,8.096534,
Kepler-1597 b,non-habitable,,1.07,1.06,1527.598,1527.598,1527.598,
Kepler-1598 b,non-habitable,,0.74,0.95,467.7715,467.7715,467.7716,
Kepler-1599 b,non-habitable,,4.65,1.62,4.210315,4.210315,4.210316,
Kepler-1600 b,non-habitable,,5.99,3.12,0.4576268,0.4576268,0.4576269,
Kepler-1601 b,non-habitable,,0.45,0.82,1077.839,1077.839,1077.839,
Kepler-1602 b,non-habitable,,2.37,1.34,238.6422,238.6422,238.6422,
Kepler-1603 b,non-habitable,,2.04,1.29,1799.37,1799.371,1799.371,
Kepler-1604 b,non-habitable,,2.81,1.41,1585.703,1585.704,1585.704,
Kepler-1605 b,non-habitable,,1.11,1.08,3.581064,3.581064,3.581065,
Kepler-1607 b,non-habitable,,0.66,0.92,134.8889,134.8889,134.889,
Kepler-1608 b,non-habitable,,5.82,1.72,21.80434,21.80434,21.80434,
Kepler-1609 b,non-habitable,,15.76,2.22,8.623629,8.623629,8.62363,
Kepler-1610 b,non-habitable,,4.54,1.61,88.61337,88.61337,88.61338,
Kepler-1611 b,non-habitable,,0.43,0.81,232.8275,232.8275,232.8275,
Kepler-1612 b,non-habitable,,0.96,1.03,349.3336,349.3337,349.3337,
Kepler-1613 b,non-habitable,,12.15,2.08,2080.735,2080.735,2080.735,
Kepler-1614 b,non-habitable,,3.4,1.49,174.6624,174.6624,174.6624,
Kepler-1615 b,non-habitable,,11.62,2.06,17.40456,17.40456,17.40457,
Kepler-1616 b,non-habitable,,0.92,1.02,446.6963,446.6963,446.6964,
Kepler-1617 b,non-habitable,,1.59,1.2,55.43222,55.43222,55.43223,
Kepler-1618 b,non-habitable,,1.86,1.25,872.7725,872.7726,872.7726,
Kepler-1619 b,non-habitable,,0.36,0.76,40.54942,40.54942,40.54943,
Kepler-1620 b,non-habitable,,4.54,1.61,9.746129,9.74613,9.746132,
Kepler-1621 b,non-habitable,,14.15,2.16,11.32312,11.32312,11.32313,
Kepler-1622 b,non-habitable,,3.22,1.47,316.0836,316.0836,316.0836,
Kepler-1623 b,non-habitable,,2.17,1.31,365.0538,365.0538,365.0539,
Kepler-1624 b,non-habitable,,36.85,5.7,29.34948,29.34949,29.34949,
Kepler-1625 b,non-habitable,,44.38,6.06,1.165417,1.165417,1.165417,
Kepler-1626 b,non-habitable,,10.64,2.02,1990.426,1990.426,1990.426,
Kepler-1627 b,non-habitable,,9.94,3.68,114.6577,114.6577,114.6577,
Kepler-1628 b,non-habitable,,53.3,6.43,0.5602514,0.5602514,0.5602515,
Kepler-1629 b,non-habitable,,0.37,0.77,434.1461,434.1461,434.1461,
Kepler-1630 b,non-habitable,,14.78,2.18,0.1514998,0.1514998,0.1514998,
Kepler-1631 b,non-habitable,,2.37,1.34,342.662,342.662,342.6622,
Kepler-1632 b,non-habitable,,25.16,2.46,3.203778,3.203779,3.203779,
Kepler-1633 b,non-habitable,,4.2,1.58,5.201677,5.201678,5.201679,
Kepler-1634 b,non-habitable,,6.39,3.19,0.6518695,0.6518697,0.6518697,
Kepler-1635 b,non-habitable,,9.57,3.64,0.4097762,0.4097762,0.4097762,
Kepler-1636 b,non-habitable,,6.61,3.23,0.8547399,0.8547401,0.8547403,
Kepler-1637 b,non-habitable,,0.58,0.88,241.9549,241.9549,241.955,
Kepler-1638 b,mesoplanet,,7.92,1.87,1.38738,1.38738,1.387381,
Kepler-1639 b,non-habitable,,3.24,2.58,204.2065,204.2065,204.2066,
Kepler-1640 b,non-habitable,,22.2,4.82,438.61,438.61,438.61,
Kepler-1641 b,non-habitable,,5.85,3.1,83.00011,83.00011,83.00012,
Kepler-1641 c,non-habitable,,4.98,2.95,42.22591,42.22592,42.22592,
Kepler-1642 b,non-habitable,,6.39,3.19,52.68973,52.68974,52.68974,
Kepler-1642 c,non-habitable,,3.57,2.65,118.3758,118.3758,118.3758,
Kepler-1643 b,non-habitable,,18.31,2.3,189.0651,189.0651,189.0652,
Kepler-1644 b,non-habitable,,8.1,1.88,29.39583,29.39583,29.39583,
Kepler-1645 b,non-habitable,,6.56,1.78,67.10299,67.10299,67.103,
Kepler-1646 b,non-habitable,,1.75,1.23,6.568212,6.568213,6.568213,
Kepler-1647(AB) b,non-habitable,,483.27,11.87,0.5159832,0.5786276,0.6511114,
Kepler-1649 b,non-habitable,,1.12,1.08,2.376538,2.376538,2.376539,
Kepler-1650 b,non-habitable,,0.34,0.75,54.03175,54.03175,54.03176,
Kepler-1652 b,psychroplanet,,1.26,1.12,0.6504719,0.650472,0.6504722,
Kepler 1651 A b,non-habitable,,7.38,1.84,8.819375,11.35653,14.87667,
KIC-5010054 b,non-habitable,,68.05,6.94,1.158658,1.158658,1.158659,
KIC-5094412 b,non-habitable,,37.07,5.71,0.752038,0.7520382,0.7520383,
KIC-5095269(AB) b,non-habitable,2447.5,2447.5,11.66,             ,             ,             ,
KIC-5437945 c,non-habitable,,33.25,5.51,4.187054,4.187055,4.187056,
KIC-5732155 b,non-habitable,,,12.77,1.686903,1.686903,1.686903,
KIC-6185331 b,non-habitable,,41.43,5.92,20.20507,20.20508,20.20508,
KIC-6372194 b,non-habitable,,124.32,8.29,0.228576,0.8186106,5.077969,
KIC-6436029 b,non-habitable,,5.66,3.07,0.2516268,0.2516268,0.2516268,
KIC-7917485 b,non-habitable,3751.69,3751.69,11.47,1.295447,1.732607,2.37094,
KIC-8012732 b,non-habitable,,242.14,9.74,1.693977,1.693978,1.693978,
KIC-9413313 b,non-habitable,,,,             ,             ,             ,
KIC-9662267 b,non-habitable,,10.98,3.81,0.4529014,0.5613708,0.7044112,
KIC-9663113 c,non-habitable,,14.75,4.2,59.8363,59.8363,59.83632,
KIC-9704149 b,non-habitable,,17.89,4.48,0.155743,0.2707489,0.5140118,
KIC-10001893 b,non-habitable,,,,1590.5,1590.5,1590.5,
KIC-10001893 d,non-habitable,,,,278.512,278.512,278.5121,
KIC-10024862 b,non-habitable,,32.84,5.49,1.12673,1.12673,1.12673,
KIC-10255705 b,non-habitable,,79.37,7.28,1.008309,1.008309,1.008309,
KIC-10905746 b,non-habitable,,3.57,2.65,15.43954,15.43955,15.43955,
KIC-11152511 b,non-habitable,,13.05,4.03,1.489883,5.595559,38.1401,
KIC-12454613 b,non-habitable,,3.15,2.55,0.1631615,0.2223847,0.3111106,
KIC-12557548 b,non-habitable,,0.1,0.85,849.9079,849.9081,849.9082,
KMT-2016-BLG-1107 b,non-habitable,1042.84,1042.84,11.6,0.007154345,0.007154346,0.007154347,
KMT-2016-BLG-1820 b,non-habitable,1452.99,1452.99,11.68,0.000113326,0.000113326,0.000113326,
KMT-2016-BLG-2142 b,non-habitable,4924.89,4924.89,11.24,0.000811361,0.000811361,0.000811362,
KOI-188 b,non-habitable,,79.49,10.95,124.514,233.2658,490.5276,
KOI-192 b,non-habitable,,92.2,13.78,90.68722,271.9586,1208.509,
KOI-195 b,non-habitable,,108.1,12.21,341.8767,483.8594,707.8464,
KOI-368.01 b,non-habitable,,,20.5,81.46203,81.46205,81.46207,
KOI-415 b,non-habitable,,19756.79,8.85,1.576193,6.344944,49.80708,
KOI-620.02 b,non-habitable,,7.6,9.69,3.200588,3.252079,3.304638,
KOI-682 b,non-habitable,,256,9.86,0.6649665,0.6649665,0.6649666,
KOI-771 b,non-habitable,,,13.78,0.3389005,0.3389005,0.3389006,
KOI-830 b,non-habitable,,403.78,12.1,144.7712,220.8494,354.1064,
KOI-1089.02 b,non-habitable,189.97,203.48,7,51.53045,133.8352,463.6184,
KOI-1299 c,non-habitable,836.18,836.18,11.49,2.586134,9.049291,53.64918,
KOI-1843 b,non-habitable,,0.32,0.58,1323.287,1323.287,1323.287,
KOI-2700 b,non-habitable,,0.86,1.06,459.1327,459.1327,459.1328,
KOI-5833 b,non-habitable,,8.29,3.47,1.101298,1.101298,1.101299,
KOI-5929 b,non-habitable,,14.16,4.14,0.5571758,0.5571759,0.5571761,
KPS-1 b,non-habitable,,346.55,11.54,725.9072,725.9072,725.9073,
ksi Aql b,non-habitable,642.24,642.24,11.27,200.497,200.497,200.4971,
L2 Pup b,non-habitable,3815.28,3815.28,11.46,22.60997,22.60997,22.60997,
Lalande 21185 b,non-habitable,3.82,3.82,1.54,6.161074,6.161075,6.161076,
LHS 1140 b,psychroplanet,,6.64,1.43,0.2341805,0.4071072,0.7728854,
LKCA 15 b,non-habitable,1907.64,1907.64,11.68,0.001455247,0.001455247,0.001455247,
LP 358-499 b,non-habitable,,2.19,1.31,34.87928,34.87929,34.8793,
LP 358-499 c,non-habitable,,3.18,1.48,18.75731,18.75731,18.75731,
LP 358-499 d,non-habitable,,8.27,2.02,6.406398,6.406399,6.406401,
LP415-17 b,non-habitable,,4.71,1.8,31.41201,31.41201,31.41202,
LP415-17 c,non-habitable,,6.52,2.6,11.08629,11.08629,11.08629,
LP415-17 d,non-habitable,,4.9,1.9,2.64429,2.64429,2.644291,
LSR J1835 b,non-habitable,17486.7,17486.7,9.07,             ,             ,             ,
MASCARA-1 b,non-habitable,,1176.38,16.8,6967.861,6967.861,6967.862,
MASCARA-2 b,non-habitable,,5404.98,20.5,4597.115,4597.115,4597.116,
MOA-2007-BLG-192L b,non-habitable,3.18,3.18,1.46,0.000817312,0.000817312,0.000817312,
MOA-2007-BLG-197L b,non-habitable,13035.54,13035.54,9.7,0.02456636,0.02456636,0.02456637,
MOA-2007-BLG-400L b,non-habitable,286.15,286.15,10.07,0.02846076,0.02846076,0.02846076,
MOA-2008-BLG-310L b,non-habitable,73.13,73.13,7.1,0.1289671,0.1289672,0.1289672,
MOA-2008-BLG-379L b,non-habitable,1303.55,1303.55,11.66,0.017424,0.017424,0.017424,
MOA-2009-BLG-266L b,non-habitable,10.4,10.4,3.74,0.009603999,0.009604,0.009604001,
MOA-2009-BLG-319 b,non-habitable,49.92,49.92,6.29,0.006211123,0.006211123,0.006211124,
MOA-2009-BLG-387L b,non-habitable,826.64,826.64,11.48,0.001557098,0.001557099,0.001557099,
MOA-2010-BLG-117 b,non-habitable,162.15,162.15,8.89,0.013456,0.013456,0.013456,
MOA-2010-BLG-328L b,non-habitable,9.22,9.22,1.94,0.001695725,0.001695725,0.001695725,
MOA-2010-BLG-353L b,non-habitable,85.84,85.84,7.45,0.001505906,0.001505906,0.001505906,
MOA-2010-BLG-477L b,non-habitable,476.91,476.91,10.92,0.0503778,0.0503778,0.05037781,
MOA-2011-BLG-028L b,non-habitable,29.89,29.89,5.32,0.006206526,0.006206526,0.006206527,
MOA-2011-BLG-262L b,non-habitable,18.01,18.01,4.49,0.00248477,0.00248477,0.00248477,
MOA-2011-BLG-274 b,non-habitable,254.35,254.35,9.84,             ,             ,             ,
MOA-2011-BLG-291 b,non-habitable,27.02,27.02,5.14,0.003606151,0.003606152,0.003606152,
MOA-2011-BLG-293L b,non-habitable,1526.11,1526.11,11.68,0.4520728,0.4520729,0.4520729,
MOA-2011-BLG-322L b,non-habitable,2479.93,2479.93,11.65,0.001200203,0.001200203,0.001200203,
MOA-2012-BLG-006 b,non-habitable,2670.7,2670.7,11.64,0.000554095,0.000554095,0.000554095,
MOA-2012-BLG-505L b,non-habitable,2130.2,2130.2,11.68,             ,             ,             ,
MOA-2013-BLG-220L b,non-habitable,60.02,60.02,6.68,0.000477708,0.000477708,0.000477708,
MOA-2013-BLG-605L b,non-habitable,20.98,20.98,4.73,0.000285998,0.000285998,0.000285998,
MOA-2016-BLG-227L b,non-habitable,731.26,731.26,11.39,0.003210155,0.003210155,0.003210156,
MOA-bin-1 b,non-habitable,1176.38,1176.38,11.64,0.00459292,0.00459292,0.004592921,
mu Ara b,non-habitable,532.87,532.87,11.06,0.5128341,0.6578589,0.8580498,
mu Ara c,non-habitable,10.56,10.56,3.76,129.2489,180.1936,258.9151,
mu Ara d,non-habitable,165.93,165.93,8.94,1.521363,1.734499,1.986429,
mu Ara e,non-habitable,576.74,576.74,11.15,0.04439496,0.05382843,0.06591178,
mu Leo b,non-habitable,763.06,763.06,11.42,34.40582,41.04071,49.35896,
NGC 2423 3 b,non-habitable,3370.16,3370.16,11.54,4.976192,7.450514,11.6718,
NGC 4349 No 127 b,non-habitable,6295.21,6295.21,10.95,21.90985,31.59715,47.28173,
NGTS-1 b,non-habitable,,258.17,14.9,63.14719,65.19138,67.32004,
NGTS-2 b,non-habitable,,235.28,17.86,1076.529,1153.872,1238.332,
NGTS-3A b,non-habitable,,756.7,16.58,1411.955,1411.955,1411.955,
NLTT 41135 b,non-habitable,,10714.58,12.66,7.476803,7.476804,7.476805,
NN Ser(AB) c,non-habitable,2196.97,2196.97,11.67,0.006016798,0.006016799,0.0060168,
NN Ser(AB) d,non-habitable,724.9,724.9,11.38,0.01052546,0.01546662,0.02367831,
nu Oph b,non-habitable,7630.56,7630.56,10.68,26.17657,33.70704,44.15509,
nu Oph c,non-habitable,8584.38,8584.38,10.48,2.329,3.296243,4.822133,
NY Vir b,non-habitable,883.87,883.87,11.52,0.01127731,0.01127731,0.01127731,
NY Vir c,non-habitable,1427.55,1427.55,11.68,0.002279619,0.002279619,0.002279619,
OGLE-2003-BLG-235L b,non-habitable,826.64,826.64,11.48,0.006056501,0.006056502,0.006056503,
OGLE-2005-071L b,non-habitable,1112.79,1112.79,11.62,0.003454826,0.003454827,0.003454827,
OGLE-2005-169L b,non-habitable,14.12,14.12,4.14,0.01416695,0.01416695,0.01416695,
OGLE-2005-390L b,non-habitable,5.4,5.4,1.69,0.001602734,0.001602734,0.001602734,
OGLE-2006-109L b,non-habitable,231.14,231.14,9.65,0.01278866,0.01278866,0.01278866,
OGLE-2006-109L c,non-habitable,86.16,86.16,7.46,0.002526487,0.003379073,0.004624,
OGLE-2007-BLG-349(AB) b,non-habitable,79.49,79.49,7.28,0.03788208,0.03788208,0.03788209,
OGLE-2007-BLG-368L b,non-habitable,22.07,22.07,4.81,0.01540607,0.01540607,0.01540608,
OGLE-2008-BLG-092L b,non-habitable,57.23,57.23,6.58,0.001129408,0.001129408,0.001129408,
OGLE-2008-BLG-355L b,non-habitable,1462.52,1462.52,11.68,             ,             ,             ,
OGLE-2009-BLG-151L b,non-habitable,2384.55,2384.55,11.66,0.000232344,0.000232344,0.000232344,
OGLE-2011-BLG-0251L b,non-habitable,305.22,305.22,10.19,0.003275041,0.003275042,0.003275042,
OGLE-2011-BLG-0265L b,non-habitable,279.79,279.79,10.03,0.001797438,0.001797438,0.001797438,
OGLE-2011-BLG-0420L b,non-habitable,2988.64,2988.64,11.6,0.001316687,0.001316688,0.001316688,
OGLE-2012-BLG-0026L b,non-habitable,34.97,34.97,5.6,0.03098337,0.03098337,0.03098337,
OGLE-2012-BLG-0026L c,non-habitable,216.2,216.2,9.51,0.02109082,0.02109082,0.02109082,
OGLE-2012-BLG-0358L b,non-habitable,588.19,588.19,11.18,4.68E-05,4.68E-05,4.68E-05,
OGLE-2012-BLG-0406L b,non-habitable,867.98,867.98,11.51,0.003148999,0.003148999,0.003149,
OGLE-2012-BLG-0563L b,non-habitable,124,124,8.28,0.03512901,0.03512901,0.03512902,
OGLE-2012-BLG-0724L b,non-habitable,149.43,149.43,8.7,0.005211986,0.005211986,0.005211988,
OGLE-2012-BLG-0950L b,non-habitable,34.97,34.97,5.6,0.01349039,0.01349039,0.01349039,
OGLE-2013-BLG-0102L b,non-habitable,4323.98,4323.98,11.37,0.001679279,0.001679279,0.001679279,
OGLE-2013-BLG-0132L b,non-habitable,92.2,92.2,7.61,0.006560999,0.006561,0.006561001,
OGLE-2013-BLG-0341L b,non-habitable,1.66,1.66,1.21,0.003079489,0.003079489,0.003079489,
OGLE-2013-BLG-1721 b,non-habitable,203.48,203.48,9.38,0.006623455,0.006623455,0.006623456,
OGLE-2013-BLG-1761L b,non-habitable,890.23,890.23,11.52,4.277136,4.277137,4.277137,
OGLE-2014-BLG-0124L b,non-habitable,203.48,203.48,9.38,0.05180855,0.05180856,0.05180857,
OGLE-2014-BLG-0257L b,non-habitable,11445.84,11445.84,9.96,0.01355818,0.01355818,0.01355819,
OGLE-2014-BLG-0676L b,non-habitable,982.43,982.43,11.58,0.007632405,0.007632405,0.007632406,
OGLE-2014-BLG-1722 b,non-habitable,55.32,55.32,6.51,0.00774388,0.007743881,0.007743882,
OGLE-2014-BLG-1722 c,non-habitable,83.71,83.71,7.4,0.004472864,0.004472865,0.004472866,
OGLE-2014:BLG-1760L b,non-habitable,182.18,182.18,9.14,0.02209045,0.02209045,0.02209046,
OGLE-2015-BLG-0051L b,non-habitable,228.92,228.92,9.63,30.26787,30.26788,30.26789,
OGLE-2015-BLG-0954L b,non-habitable,1398.94,1398.94,11.67,0.01622667,0.01622667,0.01622667,
OGLE-2015-BLG-0966L b,non-habitable,20.98,20.98,4.73,0.00431328,0.00431328,0.004313281,
OGLE-2015-BLG-1319L b,non-habitable,14307.3,14307.3,9.5,1.885297,1.885297,1.885297,
OGLE-2016-BLG-0613LAB b,non-habitable,1328.99,1328.99,11.67,0.02441406,0.02441406,0.02441407,
OGLE-2016-BLG-0693L b,non-habitable,15579.06,15579.06,9.32,             ,             ,             ,
OGLE-2016-BLG-596L b,non-habitable,3878.87,3878.87,11.45,             ,             ,             ,
OGLE-2016-BLG-1067L b,non-habitable,136.71,136.71,8.5,0.004991245,0.004991245,0.004991245,
OGLE-2016-BLG-1112L b,non-habitable,10078.7,10078.7,10.2,0.01413456,0.01413457,0.01413457,
OGLE-2016-BLG-1190L b,non-habitable,4254.04,4254.04,11.38,0.06317771,0.1403313,0.3785779,
OGLE-2016-BLG-1195L b,non-habitable,1.43,1.43,1.16,0.000483759,0.00048376,0.00048376,
OGLE-2016-BLG-1266 b,non-habitable,3783.49,3783.49,11.47,9.11E-05,9.11E-05,9.11E-05,
OGLE-2016-BLG-1469L b,non-habitable,4323.98,4323.98,11.37,0.001956838,0.001956838,0.001956838,
OGLE-2017-BLG-0173 b,non-habitable,2886.9,2886.9,11.61,0.002187652,0.002187652,0.002187652,
OGLE-2017-BLG-1140L b,non-habitable,518.24,518.24,11.03,0.006374985,0.006374986,0.006374988,
OGLE-2017-BLG-1434L b,non-habitable,4.45,4.45,1.6,0.005622609,0.005622609,0.00562261,
OGLE-2017-BLG-1522 b,non-habitable,238.46,238.46,9.71,0.000555094,0.000555094,0.000555095,
OGLE-GD-ECL-11388 b,non-habitable,3974.25,3974.25,11.43,0.01044485,0.01044485,0.01044486,
OGLE-TR-10 b,non-habitable,,216.2,19.26,949.2632,949.2634,949.2636,
OGLE-TR-56 b,non-habitable,,413.32,13.44,886.7832,886.7832,886.7834,
OGLE-TR-111 b,non-habitable,,171.69,12.06,185.3224,185.3224,185.3225,
OGLE-TR-113 b,non-habitable,,394.25,12.43,510.5607,510.5608,510.5609,
OGLE-TR-132 b,non-habitable,,371.99,13.78,2558.722,2558.722,2558.722,
OGLE-TR-182 b,non-habitable,336.62,337.02,16.46,552.1021,552.1022,552.1023,
OGLE-TR-211 b,non-habitable,,238.46,14.11,1484.839,1484.839,1484.839,
OGLE2-TR-L9 b,non-habitable,,1379.86,18.08,5115.123,5115.124,5115.125,
ome Ser b,non-habitable,540.5,540.5,11.08,47.48101,58.40392,72.66299,
omi CrB b,non-habitable,476.91,476.91,10.92,50.51911,72.99267,109.4743,
omi UMa b,non-habitable,1303.55,1303.55,11.66,8.854963,8.854965,8.854966,
OY Car b,non-habitable,2696.13,2696.13,11.63,             ,             ,             ,
POTS-1 b,non-habitable,,734.44,10.54,167.3364,167.3365,167.3365,
Pr 0201 b,non-habitable,171.69,171.69,9.01,554.6273,554.6273,554.6274,
Pr 0211 b,non-habitable,597.73,597.73,11.19,331.373,342.7792,354.6866,
Pr 0211 c,non-habitable,2527.62,2527.62,11.65,0.003575396,0.01446624,0.1147623,
Proplyd 133-353 b,non-habitable,4133.22,4133.22,11.4,             ,             ,             ,
Proxima Cen b,psychroplanet,1.27,1.27,1.12,0.6562118,0.6562118,0.6562119,
PSR 0636 b,non-habitable,2543.52,2543.52,11.65,294651,294651.1,294651.1,
PSR 1257 12 b,non-habitable,0.02,0.02,0.31,144.0443,144.0443,144.0443,
PSR 1257 12 c,non-habitable,4.13,4.13,1.57,38.67221,40.1304,41.65875,
PSR 1257 12 d,non-habitable,3.82,3.82,1.54,23.38198,24.58247,25.86167,
PSR 1719-14 b,non-habitable,,317.94,4.48,18389.41,20698.45,23382.93,
PSR B0329+54 b,non-habitable,1.97,1.97,1.28,0.02406177,0.03782037,0.06296429,
PSR B0943+10 b,non-habitable,890.23,890.23,11.52,1.5625,1.5625,1.5625,
PSR B0943+10 c,non-habitable,826.64,826.64,11.48,0.6019619,0.601962,0.601962,
PSR B1620-26 b,non-habitable,794.85,794.85,11.45,0.006278839,0.006278839,0.00627884,
PSR B1957+20 b,non-habitable,6994.68,6994.68,10.81,29131.5,29131.51,29131.51,
PSR J1807-2459 A b,non-habitable,2988.64,2988.64,11.6,277935.2,277935.3,277935.3,
PSR J2051-0827 b,non-habitable,8997.7,8997.7,10.4,174816.6,174816.7,174816.7,
PSR J2241-5236 b,non-habitable,3815.28,3815.28,11.46,92666.84,92666.86,92666.88,
PZ Tel b,non-habitable,19712.28,19712.28,8.81,0.001050248,0.003511675,0.01908039,
Qatar-1 b,non-habitable,,422.86,13.22,643.3849,643.385,643.3851,
Qatar-2 b,non-habitable,,790.72,12.81,459.7682,459.7682,459.7683,
Qatar-3 b,non-habitable,,1370.32,12.28,1320.753,1320.754,1320.754,
Qatar-4 b,non-habitable,,1859.95,17.38,1011.004,1011.004,1011.005,
Qatar-5 b,non-habitable,,1373.5,12.4,665.2887,665.2888,665.2889,
Qatar-6 b,non-habitable,,212.38,11.89,170.2695,170.2695,170.2695,
Ross 128 b,mesoplanet,1.4,1.4,1.15,1.176261,1.474785,1.874486,
Ross 458(AB) c,non-habitable,,3592.72,11.98,3.03E-08,3.03E-08,3.03E-08,
ROXs 12 b,non-habitable,5087.04,5087.04,11.21,4.99E-07,4.99E-07,4.99E-07,
ROXs 42B b,non-habitable,,2861.46,28,4.41E-06,4.41E-06,4.41E-06,
RR Cae b,non-habitable,1335.35,1335.35,11.67,0.005328559,0.005328559,0.00532856,
SAND 364 b,non-habitable,489.63,489.63,10.95,279.4494,543.5446,1205.121,
SDSS J1110+0116 b,non-habitable,,3497.34,13.22,             ,             ,             ,
sig Per b,non-habitable,2066.61,2066.61,11.68,46.73131,82.7702,161.1379,
SIMP0136+0933 b,non-habitable,4037.84,4037.84,11.42,             ,             ,             ,
SR 12 AB c,non-habitable,4133.22,4133.22,11.4,6.44E-08,6.44E-08,6.44E-08,
SWEEPS-04b,non-habitable,,1208.17,9.07,781.5581,781.5582,781.5583,
SWEEPS-11b,non-habitable,,3084.02,12.66,1626.778,1626.778,1626.778,
TAP 26 b,non-habitable,550.04,550.04,11.1,123.062,123.062,123.0621,
tau Boo b,non-habitable,,1856.77,11.87,1022.829,1193.773,1402.072,
tau Cet b,non-habitable,2,2,1.28,31.02185,42.28194,59.15136,
