P. Name,P. Habitable Class,P. Min Mass (EU),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Hab Zone Min (AU),S. Hab Zone Max (AU),
Kepler-397 c,non-habitable,,0.8,0.77,5307,0.421956,0.501,1.197,
Kepler-398 b,non-habitable,,0.68,0.61,4493,0.136049,0.295,0.729,
Kepler-398 c,non-habitable,,0.67,0.61,4493,0.136049,0.295,0.729,
Kepler-398 d,non-habitable,,,0.61,4493,0.136049,0.295,0.729,
Kepler-399 b,non-habitable,,0.7,0.68,5502,0.380181,0.47,1.117,
Kepler-399 c,non-habitable,,0.7,0.68,5502,0.380181,0.47,1.117,
Kepler-399 d,non-habitable,,0.7,0.68,5502,0.380181,0.47,1.117,
Kepler-400 b,non-habitable,,1.08,1.15,5886,1.424185,0.89,2.09,
Kepler-400 c,non-habitable,,1.07,1.15,5886,1.424185,0.89,2.09,
Kepler-401 b,non-habitable,,1.17,1.33,6117,2.222016,1.096,2.561,
Kepler-401 c,non-habitable,,1.16,1.33,6117,2.222016,1.096,2.561,
Kepler-401 d,non-habitable,,,1.33,6117,2.222016,1.096,2.561,
Kepler-402 b,non-habitable,,1.09,1.26,6090,1.959296,1.031,2.41,
Kepler-402 c,non-habitable,,1.12,1.26,6090,1.959296,1.031,2.41,
Kepler-402 d,non-habitable,,1.1,1.26,6090,1.959296,1.031,2.41,
Kepler-402 e,non-habitable,,1.12,1.26,6090,1.959296,1.031,2.41,
Kepler-403 b,non-habitable,,1.19,1.33,6090,2.183043,1.088,2.544,
Kepler-403 c,non-habitable,,1.19,1.33,6090,2.183043,1.088,2.544,
Kepler-403 d,non-habitable,,,1.33,6090,2.183043,1.088,2.544,
Kepler-404 b,non-habitable,,1.01,0.88,5654,0.710033,0.637,1.506,
Kepler-404 c,non-habitable,,1.01,0.88,5654,0.710033,0.637,1.506,
Kepler-405 b,non-habitable,,1.02,0.89,5818,0.814263,0.676,1.59,
Kepler-405 c,non-habitable,,1,0.89,5818,0.814263,0.676,1.59,
Kepler-406 b,non-habitable,,1.07,1.07,5538,0.966205,0.748,1.775,
Kepler-406 c,non-habitable,,1.07,1.07,5538,0.966205,0.748,1.775,
Kepler-408 b,non-habitable,,1.08,1.23,6104,1.884335,1.01,2.361,
Kepler-409 b,non-habitable,,0.92,0.89,5460,0.631597,0.608,1.445,
Kepler-410 A b,non-habitable,,1.3,1.41,6375,2.946109,1.242,2.889,
Kepler-411 b,non-habitable,,0.83,0.79,4974,0.342742,0.459,1.111,
Kepler-411 c,non-habitable,,0.83,0.79,4974,0.342742,0.459,1.111,
Kepler-412 b,non-habitable,,1.17,1.29,5750,1.624495,0.958,2.259,
Kepler-413(AB) b,non-habitable,,1.36,0.78,4700,0.263704,0.408,0.998,
Kepler-418 b,non-habitable,321.45,0.98,1.09,5820,1.232016,0.831,1.955,
Kepler-419 b,non-habitable,,1.22,1.4,6230,2.649098,1.188,2.771,
Kepler-419 c,non-habitable,2352.76,1.22,1.4,6230,2.649098,1.188,2.771,
Kepler-420 A b,non-habitable,,0.99,1.13,5520,1.063661,0.786,1.865,
Kepler-421 b,non-habitable,,0.79,0.76,5308,0.408136,0.493,1.177,
Kepler-422 b,non-habitable,,1.15,1.24,5972,1.754739,0.982,2.304,
Kepler-423 b,non-habitable,,1.07,0.99,5790,0.988267,0.746,1.756,
Kepler-424 b,non-habitable,,1.01,0.94,5460,0.704557,0.642,1.526,
Kepler-424 c,non-habitable,2216.04,1.01,0.94,5460,0.704557,0.642,1.526,
Kepler-430 b,non-habitable,,1.17,1.49,5884,2.371557,1.148,2.698,
Kepler-430 c,non-habitable,,1.17,1.49,5884,2.371557,1.148,2.698,
Kepler-431 b,non-habitable,,1.07,1.09,6004,1.390266,0.873,2.045,
Kepler-431 c,non-habitable,,1.07,1.09,6004,1.390266,0.873,2.045,
Kepler-431 d,non-habitable,,1.07,1.09,6004,1.390266,0.873,2.045,
Kepler-432 b,non-habitable,,1.35,4.15,5020,9.81298,2.451,5.922,
Kepler-433 b,non-habitable,,2.82,1.45,6360,3.086414,1.273,2.961,
Kepler-434 b,non-habitable,,1.2,1.38,5977,2.180625,1.095,2.567,
Kepler-435 b,non-habitable,,1.54,3.21,6161,13.320018,2.676,6.248,
Kepler-436 b,non-habitable,,0.73,0.69,4651,0.199,0.355,0.87,
Kepler-436 c,non-habitable,,0.73,0.7,4651,0.205718,0.361,0.885,
Kepler-437 b,non-habitable,,0.71,0.67,4551,0.173,0.332,0.818,
Kepler-438 b,mesoplanet,,0.54,0.46,3748,0.037953,0.159,0.407,
Kepler-439 b,non-habitable,,0.88,0.86,5431,0.581,0.584,1.389,
Kepler-440 b,mesoplanet,,0.57,0.55,4134,0.079,0.227,0.571,
Kepler-441 b,non-habitable,,0.57,0.53,4340,0.089,0.24,0.597,
Kepler-442 b,psychroplanet,,0.61,0.59,4402,0.117,0.274,0.681,
Kepler-443 b,mesoplanet,,0.74,0.7,4723,0.217,0.369,0.903,
Kepler-444 b,non-habitable,,0.76,0.75,5046,0.328938,0.448,1.082,
Kepler-444 c,non-habitable,,0.76,0.75,5046,0.328938,0.448,1.082,
Kepler-444 d,non-habitable,,0.76,0.75,5046,0.328938,0.448,1.082,
Kepler-444 e,non-habitable,,0.76,0.75,5046,0.328938,0.448,1.082,
Kepler-444 f,non-habitable,,0.76,0.75,5046,0.328938,0.448,1.082,
Kepler-445 b,non-habitable,,0.18,0.21,3157,0.00393,0.051,0.136,
Kepler-445 c,non-habitable,,0.18,0.21,3157,0.00393,0.051,0.136,
Kepler-445 d,non-habitable,,0.18,0.21,3157,0.00393,0.051,0.136,
Kepler-446 b,non-habitable,,0.22,0.24,3359,0.006579,0.066,0.174,
Kepler-446 c,non-habitable,,0.22,0.24,3359,0.006579,0.066,0.174,
Kepler-446 d,non-habitable,,0.22,0.24,3359,0.006579,0.066,0.174,
Kepler-447 b,non-habitable,,1,1.03,5493,0.866568,0.71,1.688,
Kepler-448 b,non-habitable,,1.45,1.63,6820,5.157064,1.603,3.706,
Kepler-449 b,non-habitable,,0.97,1.47,5552,1.834628,1.03,2.443,
Kepler-449 c,non-habitable,,0.97,1.47,5552,1.834628,1.03,2.443,
Kepler-450 b,non-habitable,,1.35,1.57,6152,3.167776,1.306,3.049,
Kepler-450 c,non-habitable,,1.35,1.57,6152,3.167776,1.306,3.049,
Kepler-450 d,non-habitable,,1.35,1.57,6152,3.167776,1.306,3.049,
Kepler-452 b,mesoplanet,,1.04,1.11,5757,1.214285,0.828,1.952,
Kepler-453(AB) b,non-habitable,,0.93,0.83,5527,0.580949,0.581,1.378,
Kepler-454 b,non-habitable,,1.03,1.07,5687,1.066442,0.779,1.84,
Kepler-454 c,non-habitable,1418.01,1.03,1.07,5687,1.066442,0.779,1.84,
Kepler-455 b,non-habitable,,0.98,1,6175,1.317558,0.841,1.963,
Kepler-456 b,non-habitable,,0.98,1.52,6258,3.17921,1.3,3.029,
Kepler-457 b,non-habitable,,1.04,1.26,6474,2.502199,1.138,2.643,
Kepler-457 c,non-habitable,,1.04,1.26,6474,2.502199,1.138,2.643,
Kepler-458 b,non-habitable,,0.98,1.03,6065,1.287916,0.837,1.958,
Kepler-458 c,non-habitable,,0.98,1.03,6065,1.287916,0.837,1.958,
Kepler-459 b,non-habitable,,1.01,1.01,6091,1.259757,0.826,1.933,
Kepler-460 b,non-habitable,,1.07,1.24,6340,2.228898,1.083,2.52,
Kepler-460 c,non-habitable,,1.07,1.24,6340,2.228898,1.083,2.52,
Kepler-461 b,non-habitable,,0.98,0.91,5634,0.748583,0.655,1.549,
Kepler-462 b,non-habitable,,1.59,2.04,7070,9.328845,2.13,4.913,
Kepler-462 c,non-habitable,,1.97,2.3,7717,16.832145,2.845,6.556,
Kepler-463 b,non-habitable,,0.87,0.9,5661,0.746358,0.653,1.543,
Kepler-464 b,non-habitable,,1.21,1.59,5933,2.810487,1.246,2.925,
Kepler-465 b,non-habitable,,1.23,1.29,6310,2.366937,1.118,2.603,
Kepler-466 b,non-habitable,,1.04,1.05,5927,1.220698,0.822,1.929,
Kepler-466 c,non-habitable,,1.04,1.05,5927,1.220698,0.822,1.929,
Kepler-467 b,non-habitable,,1.05,1.37,5809,1.917505,1.037,2.442,
Kepler-468 b,non-habitable,,0.96,0.87,5498,0.620508,0.601,1.427,
Kepler-469 b,non-habitable,,1.14,1.53,5892,2.531183,1.186,2.785,
Kepler-470 b,non-habitable,,1.4,1.66,6613,4.728247,1.552,3.597,
Kepler-471 b,non-habitable,,1.49,1.8,6733,5.974057,1.733,4.011,
Kepler-472 b,non-habitable,,0.85,0.78,4996,0.34007,0.457,1.105,
Kepler-473 b,non-habitable,,1.06,1.34,5816,1.843304,1.017,2.393,
Kepler-474 b,non-habitable,,0.99,1.08,5785,1.172063,0.812,1.913,
Kepler-475 b,non-habitable,,0.86,0.79,5009,0.352491,0.465,1.123,
Kepler-476 b,non-habitable,,1.03,1.09,5837,1.237376,0.832,1.957,
Kepler-477 b,non-habitable,,0.87,0.79,5240,0.422152,0.503,1.205,
Kepler-478 b,non-habitable,,0.85,0.8,5210,0.423078,0.504,1.209,
Kepler-479 b,non-habitable,,0.86,0.81,5247,0.446174,0.517,1.238,
Kepler-480 b,non-habitable,,1.25,1.34,6322,2.573459,1.165,2.712,
Kepler-481 b,non-habitable,,1.01,1.09,5802,1.207964,0.824,1.939,
Kepler-482 b,non-habitable,,0.75,0.72,4871,0.261835,0.403,0.98,
Kepler-483 b,non-habitable,,1.28,1.47,6346,3.144306,1.286,2.992,
Kepler-484 b,non-habitable,,0.96,0.87,5668,0.700887,0.632,1.494,
Kepler-485 b,non-habitable,,1.07,1.09,5958,1.343213,0.86,2.018,
Kepler-486 b,non-habitable,,0.79,0.75,4926,0.29716,0.428,1.039,
Kepler-487 b,non-habitable,,0.91,0.88,5444,0.610278,0.598,1.422,
Kepler-487 c,non-habitable,,0.91,0.88,5444,0.610278,0.598,1.422,
Kepler-488 b,non-habitable,,1.07,1.09,5970,1.354067,0.863,2.024,
Kepler-489 b,non-habitable,,0.82,0.76,5014,0.327532,0.448,1.082,
Kepler-490 b,non-habitable,,1.08,1.12,6045,1.502835,0.905,2.119,
Kepler-491 b,non-habitable,,1.04,1.03,5582,0.92411,0.73,1.729,
Kepler-492 b,non-habitable,,0.94,0.91,5527,0.693315,0.634,1.505,
Kepler-493 b,non-habitable,,1.36,1.54,6457,3.698746,1.385,3.218,
Kepler-494 b,non-habitable,,1.1,1.26,6007,1.854647,1.008,2.361,
Kepler-495 b,non-habitable,,0.86,0.83,5346,0.504849,0.547,1.305,
Kepler-496 b,non-habitable,,0.86,0.82,5293,0.473506,0.531,1.27,
Kepler-497 b,non-habitable,,1.09,1.11,5834,1.280565,0.846,1.991,
Kepler-498 b,non-habitable,,0.98,0.96,5744,0.900098,0.713,1.682,
Kepler-499 b,non-habitable,,0.87,0.83,5312,0.492128,0.541,1.292,
Kepler-500 b,non-habitable,,1.02,1.03,5813,1.08684,0.781,1.838,
Kepler-501 b,non-habitable,,1.03,1.04,5904,1.179076,0.809,1.899,
Kepler-502 b,non-habitable,,1.15,1.22,6125,1.879463,1.007,2.354,
Kepler-503 b,non-habitable,,1.01,1.01,5754,1.003257,0.753,1.775,
Kepler-504 b,non-habitable,,0.33,0.33,3519,0.014983,0.1,0.259,
Kepler-505 b,non-habitable,,0.55,0.53,3931,0.06018,0.199,0.506,
Kepler-506 b,non-habitable,,1.19,1.19,6236,1.921358,1.012,2.359,
Kepler-507 b,non-habitable,,1.16,1.32,6113,2.183008,1.086,2.539,
Kepler-508 b,non-habitable,,1.16,1.25,6025,1.847303,1.005,2.353,
Kepler-509 b,non-habitable,,1.1,1.2,6060,1.74238,0.974,2.279,
Kepler-510 b,non-habitable,,0.91,1.41,5746,1.944422,1.048,2.472,
Kepler-511 b,non-habitable,,1,1.2,5770,1.432042,0.898,2.117,
Kepler-512 b,non-habitable,,1.17,1.3,5997,1.961158,1.037,2.43,
Kepler-513 b,non-habitable,,1.02,1.06,5849,1.179853,0.812,1.909,
Kepler-514 b,non-habitable,,1.28,1.44,6106,2.586081,1.183,2.765,
Kepler-515 b,non-habitable,,0.9,0.83,5293,0.485125,0.537,1.285,
Kepler-516 b,non-habitable,,1.62,2.02,7099,9.297822,2.124,4.897,
Kepler-517 b,non-habitable,,0.95,0.98,5690,0.903215,0.717,1.693,
Kepler-518 b,non-habitable,,0.96,0.88,5842,0.809285,0.673,1.582,
Kepler-519 b,non-habitable,,0.89,0.8,5260,0.439555,0.513,1.227,
Kepler-520 b,non-habitable,,1.1,1.09,6112,1.487566,0.897,2.096,
Kepler-520 c,non-habitable,,1.1,1.09,6112,1.487566,0.897,2.096,
Kepler-521 b,non-habitable,,1.34,1.46,6406,3.220648,1.297,3.014,
Kepler-522 b,non-habitable,,1.54,1.98,6392,5.871747,1.752,4.074,
Kepler-523 b,non-habitable,,0.93,0.86,5515,0.613859,0.597,1.418,
Kepler-524 b,non-habitable,,1.09,1.1,6014,1.420133,0.882,2.065,
Kepler-524 c,non-habitable,,1.09,1.1,6014,1.420133,0.882,2.065,
Kepler-525 b,non-habitable,,0.95,1.15,5573,1.144568,0.813,1.926,
Kepler-526 b,non-habitable,,1.15,1.14,5894,1.407149,0.884,2.077,
Kepler-527 b,non-habitable,,1.28,1.45,6388,3.141126,1.282,2.981,
Kepler-528 b,non-habitable,,1.01,1.06,5807,1.146328,0.802,1.888,
Kepler-529 b,non-habitable,,1.07,1.14,6087,1.60071,0.932,2.179,
Kepler-529 c,non-habitable,,1.07,1.14,6087,1.60071,0.932,2.179,
Kepler-530 b,non-habitable,,0.97,0.89,5697,0.748608,0.652,1.541,
Kepler-531 b,non-habitable,,0.78,0.75,4893,0.289277,0.423,1.028,
Kepler-532 b,non-habitable,,0.87,0.79,5192,0.406895,0.495,1.188,
Kepler-533 b,non-habitable,,0.78,0.72,4758,0.238371,0.387,0.944,
Kepler-534 b,non-habitable,,1.05,0.98,5884,1.032839,0.758,1.781,
Kepler-535 b,non-habitable,,1.18,1.27,6123,2.034015,1.048,2.449,
Kepler-536 b,non-habitable,,0.92,0.89,5524,0.661736,0.62,1.471,
Kepler-537 b,non-habitable,,1.07,0.99,5763,0.969962,0.74,1.744,
Kepler-538 b,non-habitable,,0.96,0.9,5650,0.740574,0.651,1.539,
Kepler-539 b,non-habitable,,1.05,0.95,5820,0.929028,0.722,1.698,
Kepler-539 c,non-habitable,2.4,1.05,0.95,5820,0.929028,0.722,1.698,
Kepler-540 b,non-habitable,,1.02,1.08,5946,1.308088,0.85,1.993,
Kepler-541 b,non-habitable,,1.41,2.06,6166,5.503493,1.719,4.015,
Kepler-542 b,non-habitable,,0.93,0.9,5526,0.67767,0.627,1.488,
Kepler-543 b,non-habitable,,0.7,0.67,4671,0.191725,0.348,0.853,
Kepler-544 b,non-habitable,,1.16,1.22,6206,1.980872,1.029,2.401,
Kepler-545 b,non-habitable,,1.04,1.07,5882,1.229582,0.827,1.943,
Kepler-546 b,non-habitable,,1.11,1.15,5967,1.504214,0.91,2.134,
Kepler-547 b,non-habitable,,0.78,0.73,4828,0.259779,0.402,0.98,
Kepler-548 b,non-habitable,,0.93,0.9,5535,0.682096,0.629,1.492,
Kepler-549 b,non-habitable,,0.88,0.84,5360,0.522526,0.556,1.326,
Kepler-549 c,non-habitable,,0.88,0.84,5360,0.522526,0.556,1.326,
Kepler-550 b,non-habitable,,0.87,0.83,5322,0.495844,0.543,1.296,
Kepler-551 b,non-habitable,,0.65,0.63,4286,0.120165,0.279,0.697,
Kepler-552 b,non-habitable,,1.03,1.04,5863,1.146664,0.8,1.879,
Kepler-553 b,non-habitable,,0.92,0.85,5266,0.498484,0.546,1.306,
Kepler-553 c,non-habitable,,0.92,0.85,5266,0.498484,0.546,1.306,
Kepler-554 b,non-habitable,,0.93,0.92,5447,0.66849,0.626,1.488,
Kepler-555 b,non-habitable,,1.03,1.04,5894,1.171108,0.806,1.894,
Kepler-556 b,non-habitable,,1,0.98,5740,0.935383,0.727,1.716,
Kepler-557 b,non-habitable,,1.11,1.16,6068,1.636772,0.943,2.207,
Kepler-558 b,non-habitable,,0.85,0.81,5242,0.444476,0.516,1.236,
Kepler-559 b,non-habitable,,0.96,0.95,5630,0.813525,0.683,1.615,
Kepler-560 b,non-habitable,,0.34,0.33,3556,0.015623,0.102,0.264,
Kepler-561 b,non-habitable,,0.96,0.94,5646,0.805581,0.679,1.605,
Kepler-561 c,non-habitable,,0.96,0.94,5646,0.805581,0.679,1.605,
Kepler-562 b,non-habitable,,0.93,0.9,5575,0.702028,0.636,1.508,
Kepler-563 b,non-habitable,,0.8,0.77,5066,0.350374,0.462,1.114,
Kepler-564 b,non-habitable,,0.95,0.92,5626,0.760789,0.661,1.563,
Kepler-565 b,non-habitable,,0.98,0.95,5735,0.875933,0.704,1.661,
Kepler-566 b,non-habitable,,0.83,0.79,5132,0.38841,0.485,1.167,
Kepler-567 b,non-habitable,,0.84,0.79,5148,0.393277,0.488,1.172,
Kepler-568 b,non-habitable,,0.55,0.53,3768,0.050803,0.184,0.47,
Kepler-569 b,non-habitable,,0.95,0.93,5616,0.771906,0.666,1.576,
Kepler-570 b,non-habitable,,0.93,0.9,5496,0.663074,0.621,1.476,
Kepler-571 b,non-habitable,,0.93,0.9,5527,0.678161,0.627,1.488,
Kepler-572 b,non-habitable,,0.83,0.79,5212,0.413201,0.498,1.195,
Kepler-573 b,non-habitable,,0.99,1.02,5746,1.017543,0.758,1.788,
Kepler-574 b,non-habitable,,0.95,0.91,5612,0.736959,0.651,1.54,
Kepler-575 b,non-habitable,,0.97,0.95,5710,0.860759,0.699,1.65,
Kepler-576 b,non-habitable,,0.99,0.97,5672,0.873732,0.706,1.668,
Kepler-577 b,non-habitable,,0.78,0.73,4984,0.295017,0.426,1.03,
Kepler-578 b,non-habitable,,0.87,0.83,5334,0.500332,0.545,1.301,
Kepler-579 b,non-habitable,,0.99,0.96,5636,0.834289,0.691,1.635,
Kepler-580 b,non-habitable,,0.67,0.64,4298,0.125405,0.285,0.711,
Kepler-581 b,non-habitable,,1,1,5772,0.995853,0.749,1.765,
Kepler-582 b,non-habitable,,0.93,0.91,5564,0.712067,0.641,1.52,
Kepler-583 b,non-habitable,,0.94,0.91,5523,0.69131,0.633,1.503,
Kepler-584 b,non-habitable,,1.17,1.24,6195,2.031881,1.043,2.434,
Kepler-585 b,non-habitable,,0.96,0.93,5593,0.759338,0.661,1.566,
Kepler-586 b,non-habitable,,0.94,0.92,5575,0.733576,0.651,1.541,
Kepler-587 b,non-habitable,,0.92,0.89,5549,0.673797,0.624,1.481,
Kepler-588 b,non-habitable,,1.01,1,5835,1.040048,0.763,1.794,
Kepler-589 b,non-habitable,,0.88,0.83,5296,0.486226,0.538,1.286,
Kepler-590 b,non-habitable,,1.1,1.15,6000,1.537767,0.918,2.151,
Kepler-591 b,non-habitable,,0.97,0.94,5677,0.82342,0.685,1.619,
Kepler-592 b,non-habitable,,1.04,1.04,5913,1.186283,0.811,1.904,
Kepler-593 b,non-habitable,,1.08,1.1,5967,1.376257,0.87,2.041,
Kepler-594 b,non-habitable,,0.91,0.87,5485,0.61466,0.599,1.422,
Kepler-595 b,non-habitable,,0.87,0.83,5247,0.468479,0.529,1.268,
Kepler-596 b,non-habitable,,1.21,1.32,6267,2.41144,1.131,2.636,
Kepler-597 b,non-habitable,,0.97,0.95,5683,0.844593,0.694,1.638,
Kepler-598 b,non-habitable,,0.87,0.86,5307,0.52636,0.559,1.337,
Kepler-599 b,non-habitable,,0.83,0.79,5127,0.386899,0.484,1.165,
Kepler-600 b,non-habitable,,0.84,0.81,5279,0.457158,0.522,1.249,
Kepler-601 b,non-habitable,,0.85,0.79,5160,0.396956,0.49,1.176,
Kepler-602 b,non-habitable,,1.08,1.13,6062,1.547071,0.917,2.147,
Kepler-603 b,non-habitable,,1.01,1.01,5808,1.041452,0.764,1.8,
Kepler-603 c,non-habitable,,1.01,1.01,5808,1.041452,0.764,1.8,
Kepler-603 d,non-habitable,,1.01,1.01,5808,1.041452,0.764,1.8,
Kepler-604 b,non-habitable,,1.02,1.03,5890,1.14558,0.798,1.874,
Kepler-605 b,non-habitable,,0.91,0.88,5462,0.618389,0.601,1.43,
Kepler-605 c,non-habitable,,0.91,0.88,5462,0.618389,0.601,1.43,
Kepler-606 b,non-habitable,,1.13,1.22,6161,1.924041,1.017,2.375,
Kepler-607 b,non-habitable,,0.84,0.8,5196,0.418549,0.502,1.204,
Kepler-608 b,non-habitable,,1,1.01,5820,1.050085,0.767,1.805,
Kepler-609 b,non-habitable,,1.09,1.14,5971,1.482135,0.903,2.117,
Kepler-610 b,non-habitable,,1.1,1.13,5943,1.429123,0.888,2.084,
Kepler-610 c,non-habitable,,1.1,1.13,5943,1.429123,0.888,2.084,
Kepler-611 b,non-habitable,,1.01,1.01,5761,1.008148,0.754,1.778,
Kepler-612 b,non-habitable,,0.98,0.96,5693,0.868554,0.703,1.66,
Kepler-613 b,non-habitable,,0.98,0.96,5723,0.887008,0.709,1.673,
Kepler-614 b,non-habitable,,0.85,0.81,5268,0.45336,0.52,1.245,
Kepler-615 b,non-habitable,,0.73,0.69,4655,0.20057,0.356,0.874,
Kepler-616 b,non-habitable,,0.98,0.97,5753,0.924721,0.723,1.704,
Kepler-616 c,non-habitable,,0.98,0.97,5753,0.924721,0.723,1.704,
Kepler-617 b,non-habitable,,0.51,0.48,3712,0.039247,0.162,0.415,
Kepler-618 b,non-habitable,,1.05,1.08,5860,1.234036,0.83,1.95,
Kepler-619 b,non-habitable,,1.09,1.11,5980,1.413645,0.881,2.066,
Kepler-619 c,non-habitable,,1.09,1.11,5980,1.413645,0.881,2.066,
Kepler-620 b,non-habitable,,1.15,1.22,6155,1.916557,1.015,2.371,
Kepler-621 b,non-habitable,,0.72,0.68,4521,0.173319,0.333,0.821,
Kepler-622 b,non-habitable,,0.64,0.61,4201,0.103982,0.26,0.652,
Kepler-623 b,non-habitable,,0.9,0.86,5443,0.582425,0.584,1.39,
Kepler-624 b,non-habitable,,1.1,1.18,6117,1.749073,0.972,2.272,
Kepler-625 b,non-habitable,,1.04,0.96,5789,0.928638,0.723,1.702,
Kepler-625 c,non-habitable,,1.04,0.96,5789,0.928638,0.723,1.702,
Kepler-626 b,non-habitable,,1.01,1.05,5813,1.129457,0.796,1.873,
Kepler-627 b,non-habitable,,1.3,1.49,6424,3.392224,1.329,3.089,
Kepler-628 b,non-habitable,,1,1.28,5721,1.574699,0.945,2.23,
Kepler-629 b,non-habitable,,0.93,0.84,5444,0.556059,0.571,1.358,
Kepler-630 b,non-habitable,,1.02,1.04,5829,1.120296,0.792,1.863,
Kepler-631 b,non-habitable,,1.24,1.33,6185,2.32248,1.116,2.604,
Kepler-632 b,non-habitable,,0.91,0.84,5322,0.507865,0.549,1.312,
Kepler-633 b,non-habitable,,1.02,1.15,5899,1.436809,0.893,2.097,
Kepler-634 b,non-habitable,,1.03,1.24,6075,1.878963,1.01,2.363,
Kepler-635 b,non-habitable,,1.33,1.51,6174,2.97242,1.263,2.949,
Kepler-636 b,non-habitable,,0.85,0.8,5203,0.420809,0.503,1.207,
Kepler-637 b,non-habitable,,1.64,2.56,6096,8.119879,2.098,4.904,
Kepler-638 b,non-habitable,,0.88,0.93,5382,0.651074,0.62,1.477,
Kepler-639 b,non-habitable,,1.14,1.29,5896,1.804261,1.001,2.351,
Kepler-640 b,non-habitable,,1.01,0.94,5653,0.809583,0.68,1.608,
Kepler-641 b,non-habitable,,1.02,1.13,5713,1.220404,0.832,1.964,
Kepler-642 b,non-habitable,,1.4,1.66,6570,4.606461,1.536,3.562,
Kepler-643 b,non-habitable,,1,2.52,4908,3.306048,1.43,3.471,
Kepler-644 b,non-habitable,,1.49,1.81,6747,6.091017,1.749,4.046,
Kepler-645 b,non-habitable,,1.13,1.21,6170,1.903712,1.011,2.36,
Kepler-646 b,non-habitable,,0.93,0.91,5634,0.748583,0.655,1.549,
Kepler-647 b,non-habitable,,1.03,1.07,6020,1.349098,0.859,2.012,
Kepler-648 b,non-habitable,,1.05,0.98,5741,0.936035,0.728,1.716,
Kepler-649 b,non-habitable,,0.97,0.94,5871,0.941876,0.724,1.702,
Kepler-650 b,non-habitable,,1.08,1.35,5849,1.913744,1.034,2.431,
Kepler-651 b,non-habitable,,0.92,0.87,5522,0.631414,0.605,1.437,
Kepler-652 b,non-habitable,,0.97,0.88,5490,0.631167,0.606,1.441,
Kepler-653 b,non-habitable,,1.02,1.19,5665,1.308529,0.864,2.043,
Kepler-653 c,non-habitable,,1.02,1.19,5665,1.308529,0.864,2.043,
Kepler-654 b,non-habitable,,1.04,1.11,5865,1.308,0.854,2.007,
Kepler-655 b,non-habitable,,1.15,1.24,6170,1.999281,1.036,2.419,
Kepler-656 b,non-habitable,,0.86,0.82,5281,0.469226,0.529,1.265,
Kepler-657 b,non-habitable,,1.01,1.01,5808,1.041452,0.764,1.8,
Kepler-658 b,non-habitable,,0.63,0.6,4103,0.091537,0.245,0.616,
Kepler-659 b,non-habitable,,0.79,0.74,4870,0.276356,0.414,1.007,
Kepler-660 b,non-habitable,,0.75,0.71,4779,0.235914,0.384,0.938,
Kepler-661 b,non-habitable,,0.7,0.67,4483,0.162673,0.323,0.798,
Kepler-662 b,non-habitable,,0.79,0.74,4897,0.282536,0.418,1.016,
Kepler-663 b,non-habitable,,0.86,0.82,5264,0.463213,0.526,1.259,
Kepler-664 b,non-habitable,,1.01,1.02,5754,1.023221,0.76,1.792,
Kepler-665 b,non-habitable,,0.79,0.74,4913,0.286247,0.421,1.021,
Kepler-666 b,non-habitable,,1.03,1.05,5887,1.188077,0.813,1.909,
Kepler-667 b,non-habitable,,0.91,0.87,5327,0.546839,0.57,1.361,
Kepler-668 b,non-habitable,,0.87,0.82,5352,0.494974,0.541,1.292,
Kepler-669 b,non-habitable,,1.15,1.2,6038,1.717216,0.968,2.266,
Kepler-670 b,non-habitable,,0.99,0.99,5709,0.934115,0.728,1.719,
Kepler-671 b,non-habitable,,0.97,0.95,5624,0.810062,0.682,1.613,
Kepler-672 b,non-habitable,,0.95,0.92,5627,0.76133,0.661,1.563,
Kepler-673 b,non-habitable,,0.88,0.84,5355,0.520579,0.555,1.324,
Kepler-674 b,non-habitable,,0.6,0.57,4192,0.090017,0.242,0.607,
Kepler-675 b,non-habitable,,0.79,0.75,4945,0.301771,0.431,1.045,
Kepler-676 b,non-habitable,,0.51,0.49,3701,0.040416,0.164,0.421,
Kepler-677 b,non-habitable,,1,0.99,5723,0.943312,0.731,1.725,
Kepler-678 b,non-habitable,,0.94,0.91,5520,0.689809,0.633,1.502,
Kepler-679 b,non-habitable,,0.87,0.84,5403,0.539496,0.563,1.342,
Kepler-680 b,non-habitable,,1.08,1.11,5890,1.330445,0.86,2.02,
Kepler-681 b,non-habitable,,0.8,0.76,5021,0.329365,0.449,1.085,
Kepler-682 b,non-habitable,,0.92,0.89,5559,0.678667,0.626,1.485,
Kepler-683 b,non-habitable,,0.96,0.95,5703,0.856546,0.698,1.647,
Kepler-684 b,non-habitable,,0.89,0.86,5493,0.604123,0.593,1.409,
Kepler-685 b,non-habitable,,1.11,1.16,5963,1.526388,0.917,2.15,
Kepler-686 b,non-habitable,,0.94,0.92,5649,0.773307,0.665,1.572,
Kepler-687 b,non-habitable,,0.77,0.73,4841,0.262589,0.404,0.984,
Kepler-688 b,non-habitable,,0.98,0.96,5715,0.882058,0.707,1.67,
Kepler-689 b,non-habitable,,0.91,0.88,5518,0.644142,0.612,1.452,
Kepler-690 b,non-habitable,,1.11,1.16,5913,1.475834,0.904,2.123,
Kepler-691 b,non-habitable,,0.53,0.5,3715,0.042723,0.169,0.433,
