P. Name,P. Composition Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU)
Kepler-1573 b,rocky-iron,non-habitable,,1.59,1.2
Kepler-1574 b,rocky-iron,non-habitable,,2.04,1.29
Kepler-1575 b,rocky-iron,non-habitable,,2.17,1.31
Kepler-1576 b,rocky-iron,non-habitable,,0.99,1.04
Kepler-1577 b,rocky-iron,non-habitable,,1.31,1.13
Kepler-1578 b,rocky-iron,non-habitable,,0.99,1.04
Kepler-1579 b,rocky-iron,non-habitable,,0.49,0.84
Kepler-1580 b,rocky-iron,non-habitable,,12.69,2.11
Kepler-1581 b,rocky-iron,non-habitable,,0.41,0.8
Kepler-1582 b,rocky-iron,non-habitable,,3.4,1.49
Kepler-1583 b,rocky-iron,non-habitable,,0.17,0.6
Kepler-1584 b,rocky-iron,non-habitable,,4.54,1.61
Kepler-1585 b,rocky-iron,non-habitable,,6.72,1.79
Kepler-1586 b,rocky-iron,non-habitable,,3.69,1.52
Kepler-1587 b,rocky-iron,non-habitable,,2.3,1.33
Kepler-1588 b,rocky-iron,non-habitable,,0.36,0.76
Kepler-1589 b,rocky-iron,non-habitable,,1.14,1.09
Kepler-1590 b,rocky-iron,non-habitable,,1.35,1.14
Kepler-1591 b,rocky-iron,non-habitable,,1.92,1.27
Kepler-1592 b,rocky-iron,non-habitable,,3.78,1.53
Kepler-1593 b,gas,non-habitable,,6.26,3.17
Kepler-1594 b,rocky-iron,non-habitable,,1.07,1.06
Kepler-1595 b,rocky-iron,non-habitable,,1.75,1.23
Kepler-1596 b,rocky-iron,non-habitable,,8.48,1.9
Kepler-1597 b,rocky-iron,non-habitable,,1.07,1.06
Kepler-1598 b,rocky-iron,non-habitable,,0.74,0.95
Kepler-1599 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-1600 b,gas,non-habitable,,5.99,3.12
Kepler-1601 b,rocky-iron,non-habitable,,0.45,0.82
Kepler-1602 b,rocky-iron,non-habitable,,2.37,1.34
Kepler-1603 b,rocky-iron,non-habitable,,2.04,1.29
Kepler-1604 b,rocky-iron,non-habitable,,2.81,1.41
Kepler-1605 b,rocky-iron,non-habitable,,1.11,1.08
Kepler-1607 b,rocky-iron,non-habitable,,0.66,0.92
Kepler-1608 b,rocky-iron,non-habitable,,5.82,1.72
Kepler-1609 b,rocky-iron,non-habitable,,15.76,2.22
Kepler-1610 b,rocky-iron,non-habitable,,4.54,1.61
Kepler-1611 b,rocky-iron,non-habitable,,0.43,0.81
Kepler-1612 b,rocky-iron,non-habitable,,0.96,1.03
Kepler-1613 b,rocky-iron,non-habitable,,12.15,2.08
Kepler-1614 b,rocky-iron,non-habitable,,3.4,1.49
Kepler-1615 b,rocky-iron,non-habitable,,11.62,2.06
Kepler-1616 b,rocky-iron,non-habitable,,0.92,1.02
Kepler-1617 b,rocky-iron,non-habitable,,1.59,1.2
Kepler-1618 b,rocky-iron,non-habitable,,1.86,1.25
Kepler-1619 b,rocky-iron,non-habitable,,0.36,0.76
Kepler-1620 b,rocky-iron,non-habitable,,4.54,1.61
Kepler-1621 b,rocky-iron,non-habitable,,14.15,2.16
Kepler-1622 b,rocky-iron,non-habitable,,3.22,1.47
Kepler-1623 b,rocky-iron,non-habitable,,2.17,1.31
Kepler-1624 b,gas,non-habitable,,36.85,5.7
Kepler-1625 b,gas,non-habitable,,44.38,6.06
Kepler-1626 b,rocky-iron,non-habitable,,10.64,2.02
Kepler-1627 b,gas,non-habitable,,9.94,3.68
Kepler-1628 b,gas,non-habitable,,53.3,6.43
Kepler-1629 b,rocky-iron,non-habitable,,0.37,0.77
Kepler-1630 b,rocky-iron,non-habitable,,14.78,2.18
Kepler-1631 b,rocky-iron,non-habitable,,2.37,1.34
Kepler-1632 b,rocky-iron,non-habitable,,25.16,2.46
Kepler-1633 b,rocky-iron,non-habitable,,4.2,1.58
Kepler-1634 b,gas,non-habitable,,6.39,3.19
Kepler-1635 b,gas,non-habitable,,9.57,3.64
Kepler-1636 b,gas,non-habitable,,6.61,3.23
Kepler-1637 b,rocky-iron,non-habitable,,0.58,0.88
Kepler-1638 b,rocky-iron,mesoplanet,,7.92,1.87
Kepler-1639 b,gas,non-habitable,,3.24,2.58
Kepler-1640 b,gas,non-habitable,,22.2,4.82
Kepler-1641 b,gas,non-habitable,,5.85,3.1
Kepler-1641 c,gas,non-habitable,,4.98,2.95
Kepler-1642 b,gas,non-habitable,,6.39,3.19
Kepler-1642 c,gas,non-habitable,,3.57,2.65
Kepler-1643 b,rocky-iron,non-habitable,,18.31,2.3
Kepler-1644 b,rocky-iron,non-habitable,,8.1,1.88
Kepler-1645 b,rocky-iron,non-habitable,,6.56,1.78
Kepler-1646 b,rocky-iron,non-habitable,,1.75,1.23
Kepler-1647(AB) b,gas,non-habitable,,483.27,11.87
Kepler-1649 b,rocky-iron,non-habitable,,1.12,1.08
Kepler-1650 b,rocky-iron,non-habitable,,0.34,0.75
Kepler-1652 b,rocky-iron,psychroplanet,,1.26,1.12
Kepler 1651 A b,rocky-iron,non-habitable,,7.38,1.84
KIC-5010054 b,gas,non-habitable,,68.05,6.94
KIC-5094412 b,gas,non-habitable,,37.07,5.71
KIC-5095269(AB) b,gas,non-habitable,2447.5,2447.5,11.66
KIC-5437945 c,gas,non-habitable,,33.25,5.51
KIC-5732155 b,,non-habitable,,,12.77
KIC-6185331 b,gas,non-habitable,,41.43,5.92
KIC-6372194 b,gas,non-habitable,,124.32,8.29
KIC-6436029 b,gas,non-habitable,,5.66,3.07
KIC-7917485 b,gas,non-habitable,3751.69,3751.69,11.47
KIC-8012732 b,gas,non-habitable,,242.14,9.74
KIC-9413313 b,,non-habitable,,,
KIC-9662267 b,gas,non-habitable,,10.98,3.81
KIC-9663113 c,gas,non-habitable,,14.75,4.2
KIC-9704149 b,gas,non-habitable,,17.89,4.48
KIC-10001893 b,,non-habitable,,,
KIC-10001893 d,,non-habitable,,,
KIC-10024862 b,gas,non-habitable,,32.84,5.49
KIC-10255705 b,gas,non-habitable,,79.37,7.28
KIC-10905746 b,gas,non-habitable,,3.57,2.65
KIC-11152511 b,gas,non-habitable,,13.05,4.03
KIC-12454613 b,gas,non-habitable,,3.15,2.55
KIC-12557548 b,gas,non-habitable,,0.1,0.85
KMT-2016-BLG-1107 b,gas,non-habitable,1042.84,1042.84,11.6
KMT-2016-BLG-1820 b,gas,non-habitable,1452.99,1452.99,11.68
KMT-2016-BLG-2142 b,gas,non-habitable,4924.89,4924.89,11.24
KOI-188 b,gas,non-habitable,,79.49,10.95
KOI-192 b,gas,non-habitable,,92.2,13.78
KOI-195 b,gas,non-habitable,,108.1,12.21
KOI-368.01 b,,non-habitable,,,20.5
KOI-415 b,gas,non-habitable,,19756.79,8.85
KOI-620.02 b,gas,non-habitable,,7.6,9.69
KOI-682 b,gas,non-habitable,,256,9.86
KOI-771 b,,non-habitable,,,13.78
KOI-830 b,gas,non-habitable,,403.78,12.1
KOI-1089.02 b,gas,non-habitable,189.97,203.48,7
KOI-1299 c,gas,non-habitable,836.18,836.18,11.49
KOI-1843 b,rocky-iron,non-habitable,,0.32,0.58
KOI-2700 b,rocky-water,non-habitable,,0.86,1.06
KOI-5833 b,gas,non-habitable,,8.29,3.47
KOI-5929 b,gas,non-habitable,,14.16,4.14
KPS-1 b,gas,non-habitable,,346.55,11.54
ksi Aql b,gas,non-habitable,642.24,642.24,11.27
L2 Pup b,gas,non-habitable,3815.28,3815.28,11.46
Lalande 21185 b,rocky-iron,non-habitable,3.82,3.82,1.54
LHS 1140 b,rocky-iron,psychroplanet,,6.64,1.43
LKCA 15 b,gas,non-habitable,1907.64,1907.64,11.68
LP 358-499 b,rocky-iron,non-habitable,,2.19,1.31
LP 358-499 c,rocky-iron,non-habitable,,3.18,1.48
LP 358-499 d,rocky-water,non-habitable,,8.27,2.02
LP415-17 b,rocky-water,non-habitable,,4.71,1.8
LP415-17 c,water-gas,non-habitable,,6.52,2.6
LP415-17 d,rocky-water,non-habitable,,4.9,1.9
LSR J1835 b,gas,non-habitable,17486.7,17486.7,9.07
MASCARA-1 b,gas,non-habitable,,1176.38,16.8
MASCARA-2 b,gas,non-habitable,,5404.98,20.5
MOA-2007-BLG-192L b,rocky-iron,non-habitable,3.18,3.18,1.46
MOA-2007-BLG-197L b,gas,non-habitable,13035.54,13035.54,9.7
MOA-2007-BLG-400L b,gas,non-habitable,286.15,286.15,10.07
MOA-2008-BLG-310L b,gas,non-habitable,73.13,73.13,7.1
MOA-2008-BLG-379L b,gas,non-habitable,1303.55,1303.55,11.66
MOA-2009-BLG-266L b,gas,non-habitable,10.4,10.4,3.74
MOA-2009-BLG-319 b,gas,non-habitable,49.92,49.92,6.29
MOA-2009-BLG-387L b,gas,non-habitable,826.64,826.64,11.48
MOA-2010-BLG-117 b,gas,non-habitable,162.15,162.15,8.89
MOA-2010-BLG-328L b,rocky-iron,non-habitable,9.22,9.22,1.94
MOA-2010-BLG-353L b,gas,non-habitable,85.84,85.84,7.45
MOA-2010-BLG-477L b,gas,non-habitable,476.91,476.91,10.92
MOA-2011-BLG-028L b,gas,non-habitable,29.89,29.89,5.32
MOA-2011-BLG-262L b,gas,non-habitable,18.01,18.01,4.49
MOA-2011-BLG-274 b,gas,non-habitable,254.35,254.35,9.84
MOA-2011-BLG-291 b,gas,non-habitable,27.02,27.02,5.14
MOA-2011-BLG-293L b,gas,non-habitable,1526.11,1526.11,11.68
MOA-2011-BLG-322L b,gas,non-habitable,2479.93,2479.93,11.65
MOA-2012-BLG-006 b,gas,non-habitable,2670.7,2670.7,11.64
MOA-2012-BLG-505L b,gas,non-habitable,2130.2,2130.2,11.68
MOA-2013-BLG-220L b,gas,non-habitable,60.02,60.02,6.68
MOA-2013-BLG-605L b,gas,non-habitable,20.98,20.98,4.73
MOA-2016-BLG-227L b,gas,non-habitable,731.26,731.26,11.39
MOA-bin-1 b,gas,non-habitable,1176.38,1176.38,11.64
mu Ara b,gas,non-habitable,532.87,532.87,11.06
mu Ara c,gas,non-habitable,10.56,10.56,3.76
mu Ara d,gas,non-habitable,165.93,165.93,8.94
mu Ara e,gas,non-habitable,576.74,576.74,11.15
mu Leo b,gas,non-habitable,763.06,763.06,11.42
NGC 2423 3 b,gas,non-habitable,3370.16,3370.16,11.54
NGC 4349 No 127 b,gas,non-habitable,6295.21,6295.21,10.95
NGTS-1 b,gas,non-habitable,,258.17,14.9
NGTS-2 b,gas,non-habitable,,235.28,17.86
NGTS-3A b,gas,non-habitable,,756.7,16.58
NLTT 41135 b,gas,non-habitable,,10714.58,12.66
NN Ser(AB) c,gas,non-habitable,2196.97,2196.97,11.67
NN Ser(AB) d,gas,non-habitable,724.9,724.9,11.38
nu Oph b,gas,non-habitable,7630.56,7630.56,10.68
nu Oph c,gas,non-habitable,8584.38,8584.38,10.48
NY Vir b,gas,non-habitable,883.87,883.87,11.52
NY Vir c,gas,non-habitable,1427.55,1427.55,11.68
OGLE-2003-BLG-235L b,gas,non-habitable,826.64,826.64,11.48
OGLE-2005-071L b,gas,non-habitable,1112.79,1112.79,11.62
OGLE-2005-169L b,gas,non-habitable,14.12,14.12,4.14
OGLE-2005-390L b,rocky-iron,non-habitable,5.4,5.4,1.69
OGLE-2006-109L b,gas,non-habitable,231.14,231.14,9.65
OGLE-2006-109L c,gas,non-habitable,86.16,86.16,7.46
OGLE-2007-BLG-349(AB) b,gas,non-habitable,79.49,79.49,7.28
OGLE-2007-BLG-368L b,gas,non-habitable,22.07,22.07,4.81
OGLE-2008-BLG-092L b,gas,non-habitable,57.23,57.23,6.58
OGLE-2008-BLG-355L b,gas,non-habitable,1462.52,1462.52,11.68
OGLE-2009-BLG-151L b,gas,non-habitable,2384.55,2384.55,11.66
OGLE-2011-BLG-0251L b,gas,non-habitable,305.22,305.22,10.19
OGLE-2011-BLG-0265L b,gas,non-habitable,279.79,279.79,10.03
OGLE-2011-BLG-0420L b,gas,non-habitable,2988.64,2988.64,11.6
OGLE-2012-BLG-0026L b,gas,non-habitable,34.97,34.97,5.6
OGLE-2012-BLG-0026L c,gas,non-habitable,216.2,216.2,9.51
OGLE-2012-BLG-0358L b,gas,non-habitable,588.19,588.19,11.18
OGLE-2012-BLG-0406L b,gas,non-habitable,867.98,867.98,11.51
OGLE-2012-BLG-0563L b,gas,non-habitable,124,124,8.28
OGLE-2012-BLG-0724L b,gas,non-habitable,149.43,149.43,8.7
OGLE-2012-BLG-0950L b,gas,non-habitable,34.97,34.97,5.6
OGLE-2013-BLG-0102L b,gas,non-habitable,4323.98,4323.98,11.37
OGLE-2013-BLG-0132L b,gas,non-habitable,92.2,92.2,7.61
OGLE-2013-BLG-0341L b,rocky-iron,non-habitable,1.66,1.66,1.21
OGLE-2013-BLG-1721 b,gas,non-habitable,203.48,203.48,9.38
OGLE-2013-BLG-1761L b,gas,non-habitable,890.23,890.23,11.52
OGLE-2014-BLG-0124L b,gas,non-habitable,203.48,203.48,9.38
OGLE-2014-BLG-0257L b,gas,non-habitable,11445.84,11445.84,9.96
OGLE-2014-BLG-0676L b,gas,non-habitable,982.43,982.43,11.58
OGLE-2014-BLG-1722 b,gas,non-habitable,55.32,55.32,6.51
OGLE-2014-BLG-1722 c,gas,non-habitable,83.71,83.71,7.4
OGLE-2014:BLG-1760L b,gas,non-habitable,182.18,182.18,9.14
OGLE-2015-BLG-0051L b,gas,non-habitable,228.92,228.92,9.63
OGLE-2015-BLG-0954L b,gas,non-habitable,1398.94,1398.94,11.67
OGLE-2015-BLG-0966L b,gas,non-habitable,20.98,20.98,4.73
OGLE-2015-BLG-1319L b,gas,non-habitable,14307.3,14307.3,9.5
OGLE-2016-BLG-0613LAB b,gas,non-habitable,1328.99,1328.99,11.67
OGLE-2016-BLG-0693L b,gas,non-habitable,15579.06,15579.06,9.32
OGLE-2016-BLG-596L b,gas,non-habitable,3878.87,3878.87,11.45
OGLE-2016-BLG-1067L b,gas,non-habitable,136.71,136.71,8.5
OGLE-2016-BLG-1112L b,gas,non-habitable,10078.7,10078.7,10.2
OGLE-2016-BLG-1190L b,gas,non-habitable,4254.04,4254.04,11.38
OGLE-2016-BLG-1195L b,rocky-iron,non-habitable,1.43,1.43,1.16
OGLE-2016-BLG-1266 b,gas,non-habitable,3783.49,3783.49,11.47
OGLE-2016-BLG-1469L b,gas,non-habitable,4323.98,4323.98,11.37
OGLE-2017-BLG-0173 b,gas,non-habitable,2886.9,2886.9,11.61
OGLE-2017-BLG-1140L b,gas,non-habitable,518.24,518.24,11.03
OGLE-2017-BLG-1434L b,rocky-iron,non-habitable,4.45,4.45,1.6
OGLE-2017-BLG-1522 b,gas,non-habitable,238.46,238.46,9.71
OGLE-GD-ECL-11388 b,gas,non-habitable,3974.25,3974.25,11.43
OGLE-TR-10 b,gas,non-habitable,,216.2,19.26
OGLE-TR-56 b,gas,non-habitable,,413.32,13.44
OGLE-TR-111 b,gas,non-habitable,,171.69,12.06
OGLE-TR-113 b,gas,non-habitable,,394.25,12.43
OGLE-TR-132 b,gas,non-habitable,,371.99,13.78
OGLE-TR-182 b,gas,non-habitable,336.62,337.02,16.46
OGLE-TR-211 b,gas,non-habitable,,238.46,14.11
OGLE2-TR-L9 b,gas,non-habitable,,1379.86,18.08
ome Ser b,gas,non-habitable,540.5,540.5,11.08
omi CrB b,gas,non-habitable,476.91,476.91,10.92
omi UMa b,gas,non-habitable,1303.55,1303.55,11.66
OY Car b,gas,non-habitable,2696.13,2696.13,11.63
POTS-1 b,gas,non-habitable,,734.44,10.54
Pr 0201 b,gas,non-habitable,171.69,171.69,9.01
Pr 0211 b,gas,non-habitable,597.73,597.73,11.19
Pr 0211 c,gas,non-habitable,2527.62,2527.62,11.65
Proplyd 133-353 b,gas,non-habitable,4133.22,4133.22,11.4
Proxima Cen b,rocky-iron,psychroplanet,1.27,1.27,1.12
PSR 0636 b,gas,non-habitable,2543.52,2543.52,11.65
PSR 1257 12 b,rocky-iron,non-habitable,0.02,0.02,0.31
PSR 1257 12 c,rocky-iron,non-habitable,4.13,4.13,1.57
PSR 1257 12 d,rocky-iron,non-habitable,3.82,3.82,1.54
PSR 1719-14 b,rocky-water,non-habitable,,317.94,4.48
PSR B0329+54 b,rocky-iron,non-habitable,1.97,1.97,1.28
PSR B0943+10 b,gas,non-habitable,890.23,890.23,11.52
PSR B0943+10 c,gas,non-habitable,826.64,826.64,11.48
PSR B1620-26 b,gas,non-habitable,794.85,794.85,11.45
PSR B1957+20 b,gas,non-habitable,6994.68,6994.68,10.81
PSR J1807-2459 A b,gas,non-habitable,2988.64,2988.64,11.6
PSR J2051-0827 b,gas,non-habitable,8997.7,8997.7,10.4
PSR J2241-5236 b,gas,non-habitable,3815.28,3815.28,11.46
PZ Tel b,gas,non-habitable,19712.28,19712.28,8.81
Qatar-1 b,gas,non-habitable,,422.86,13.22
Qatar-2 b,gas,non-habitable,,790.72,12.81
Qatar-3 b,gas,non-habitable,,1370.32,12.28
Qatar-4 b,gas,non-habitable,,1859.95,17.38
Qatar-5 b,gas,non-habitable,,1373.5,12.4
Qatar-6 b,gas,non-habitable,,212.38,11.89
Ross 128 b,rocky-iron,mesoplanet,1.4,1.4,1.15
Ross 458(AB) c,gas,non-habitable,,3592.72,11.98
ROXs 12 b,gas,non-habitable,5087.04,5087.04,11.21
ROXs 42B b,gas,non-habitable,,2861.46,28
RR Cae b,gas,non-habitable,1335.35,1335.35,11.67
SAND 364 b,gas,non-habitable,489.63,489.63,10.95
SDSS J1110+0116 b,gas,non-habitable,,3497.34,13.22
sig Per b,gas,non-habitable,2066.61,2066.61,11.68
SIMP0136+0933 b,gas,non-habitable,4037.84,4037.84,11.42
SR 12 AB c,gas,non-habitable,4133.22,4133.22,11.4
SWEEPS-04b,gas,non-habitable,,1208.17,9.07
SWEEPS-11b,gas,non-habitable,,3084.02,12.66
TAP 26 b,gas,non-habitable,550.04,550.04,11.1
tau Boo b,gas,non-habitable,,1856.77,11.87
tau Cet b,rocky-iron,non-habitable,2,2,1.28
tau Cet c,rocky-iron,non-habitable,3.12,3.12,1.45
tau Cet d,rocky-iron,non-habitable,3.5,3.5,1.5
tau Cet e,rocky-iron,mesoplanet,4.29,4.29,1.59
tau Cet f,rocky-iron,non-habitable,6.67,6.67,1.79
tau Cet g,rocky-iron,non-habitable,1.75,1.75,1.23
tau Cet h,rocky-iron,non-habitable,1.83,1.83,1.25
tau Gem b,gas,non-habitable,6549.56,6549.56,10.9
TCP J050742+244755 b,rocky-iron,non-habitable,9.22,9.22,1.94
Teide 1b,gas,non-habitable,17168.76,17168.76,9.11
TRAPPIST-1 b,rocky-water,non-habitable,,0.86,1.09
TRAPPIST-1 c,rocky-iron,non-habitable,,1.38,1.06
TRAPPIST-1 d,rocky-iron,mesoplanet,,0.41,0.77
TRAPPIST-1 e,rocky-iron,psychroplanet,,0.64,0.92
TRAPPIST-1 f,rocky-water,psychroplanet,,0.67,1.04
TRAPPIST-1 h,rocky-iron,non-habitable,,0.35,0.75
TrES-1b,gas,non-habitable,,241.95,12.31
TrES-2b,gas,non-habitable,,398.38,13.32
TrES-3b,gas,non-habitable,,607.27,14.62
TrES-4b,gas,non-habitable,,291.55,19.11
TrES-5b,gas,non-habitable,,565.3,13.54
TWA 5 A(AB) b,gas,non-habitable,7948.5,7948.5,10.61
TYC+1422-614-1 b,gas,non-habitable,798.03,798.03,11.45
TYC+1422-614-1 c,gas,non-habitable,3211.19,3211.19,11.56
TYC-3667-1280-1 b,gas,non-habitable,1716.88,1716.88,11.68
TYC 3318-01333-1 b,gas,non-habitable,1087.35,1087.35,11.62
TYC 4282-605-1 b,gas,non-habitable,3427.39,3427.39,11.53
UKIRT-2017-BLG-001 b,gas,non-habitable,406.96,406.96,10.69
ups And b,gas,non-habitable,197.12,197.12,9.31
ups And c,gas,non-habitable,2893.25,2893.25,11.61
ups And d,gas,non-habitable,7497.03,7497.03,10.7
ups And e,gas,non-habitable,336.7,336.7,10.37
USco1602-2401 b,gas,non-habitable,14943.18,14943.18,9.41
USco1610-1913 b,gas,non-habitable,6358.8,6358.8,10.94
USco1612-1800 b,gas,non-habitable,8266.44,8266.44,10.55
UScoCTIO 108 b,gas,non-habitable,4451.16,4451.16,11.34
UZ For(AB) d,gas,non-habitable,2448.14,2448.14,11.66
V391 Peg b,gas,non-habitable,1017.41,1017.41,11.59
V396 Hya b,gas,non-habitable,5818.3,5818.3,11.06
V830 Tau b,gas,non-habitable,244.81,244.81,9.77
V2051 Oph b,gas,non-habitable,2320.96,2320.96,11.67
VHS 1256-1257 b,gas,non-habitable,3560.93,3560.93,11.51
WASP-1 b,gas,non-habitable,,273.43,16.62
WASP-2 b,gas,non-habitable,,269.3,12.08
WASP-3 b,gas,non-habitable,,654.96,16.28
WASP-4 b,gas,non-habitable,,393.29,15.62
WASP-5 b,gas,non-habitable,,520.47,13.12
WASP-6 b,gas,non-habitable,,159.92,13.71
WASP-7 b,gas,non-habitable,,305.22,14.9
WASP-8 b,gas,non-habitable,,713.46,11.63
WASP-10 b,gas,non-habitable,,1004.69,12.1
WASP-11-HAT-P-10 b,gas,non-habitable,,146.25,11.7
WASP-12 b,gas,non-habitable,,446.39,19.44
WASP-13 b,gas,non-habitable,,154.2,15.29
WASP-14 b,gas,non-habitable,,2334,14.35
WASP-15 b,gas,non-habitable,,172.32,15.99
WASP-16 b,gas,non-habitable,,271.84,11.29
WASP-17 b,gas,non-habitable,,154.52,22.3
WASP-18 b,gas,non-habitable,,3316.11,13.05
WASP-19 b,gas,non-habitable,,354.19,15.62
WASP-20 b,gas,non-habitable,,99.52,16.34
WASP-21 b,gas,non-habitable,,95.38,13.55
WASP-22 b,gas,non-habitable,,196.17,13.43
WASP-23 b,gas,non-habitable,,281.06,10.77
WASP-24 b,gas,non-habitable,,340.51,14.56
WASP-25 b,gas,non-habitable,,184.41,14.11
WASP-26 b,gas,non-habitable,,326.84,14.35
WASP-28 b,gas,non-habitable,,288.37,13.59
WASP-29 b,gas,non-habitable,,77.23,9.42
WASP-31 b,gas,non-habitable,,151.98,17.21
WASP-32 b,gas,non-habitable,,1144.58,13.22
WASP-33 b,gas,non-habitable,,667.67,17.95
WASP-34 b,gas,non-habitable,,187.58,13.66
WASP-35 b,gas,non-habitable,,228.92,14.78
WASP-36 b,gas,non-habitable,,724.59,14.21
WASP-37 b,gas,non-habitable,,572.29,12.99
WASP-38 b,gas,non-habitable,723.15,862.25,12.08
WASP-39 b,gas,non-habitable,66.47,89.02,14.22
WASP-41 b,gas,non-habitable,,298.86,13.22
WASP-41 c,gas,non-habitable,1011.05,1011.05,11.59
WASP-42 b,gas,non-habitable,,158.97,12.1
WASP-43 b,gas,non-habitable,,652.41,11.6
WASP-44 b,gas,non-habitable,,282.65,12.77
WASP-45 b,gas,non-habitable,,320.17,12.99
WASP-46 b,gas,non-habitable,,667.99,14.67
WASP-47 b,gas,non-habitable,,359.27,13.1
WASP-47 c,gas,non-habitable,416.5,416.5,10.72
WASP-47 d,gas,non-habitable,,13.61,3.71
WASP-47 e,rocky-iron,non-habitable,,9.22,1.87
WASP-48 b,gas,non-habitable,,311.58,18.7
WASP-49 b,gas,non-habitable,,120.18,12.49
WASP-50 b,gas,non-habitable,,456.88,12.75
WASP-52 b,gas,non-habitable,,146.25,14.22
WASP-53 b,gas,non-habitable,,677.85,12.03
WASP-53 c,gas,non-habitable,5198.32,5198.32,11.19
WASP-54 b,gas,non-habitable,,190.76,15.68
WASP-55 b,gas,non-habitable,,181.23,14.56
WASP-56 b,gas,non-habitable,,190.76,13.44
WASP-57 b,gas,non-habitable,,254.35,12.32
WASP-58 b,gas,non-habitable,,282.97,15.34
WASP-59 b,gas,non-habitable,,222.56,10.08
WASP-60 b,gas,non-habitable,,158.97,10.08
WASP-61 b,gas,non-habitable,,654.96,13.89
WASP-62 b,gas,non-habitable,,181.23,15.57
WASP-63 b,gas,non-habitable,,120.82,16.02
WASP-64 b,gas,non-habitable,,381.53,7.84
WASP-65 b,gas,non-habitable,,492.81,12.45
WASP-66 b,gas,non-habitable,,737.62,15.57
WASP-67 b,gas,non-habitable,,133.53,15.68
WASP-68 b,gas,non-habitable,,302.04,13.89
WASP-69 b,gas,non-habitable,,82.66,11.84
WASP-70 A b,gas,non-habitable,,187.58,13.04
WASP-71 b,gas,non-habitable,,717.91,16.8
WASP-72 b,gas,non-habitable,,464.51,14.22
WASP-73 b,gas,non-habitable,,597.73,12.99
WASP-74 b,gas,non-habitable,,308.4,17.47
WASP-75 b,gas,non-habitable,,340.2,14.22
WASP-76 b,gas,non-habitable,,292.5,20.5
WASP-77 A b,gas,non-habitable,,559.57,13.55
WASP-78 b,gas,non-habitable,,368.81,19.6
WASP-79 b,gas,non-habitable,,286.15,19.04
WASP-80 b,gas,non-habitable,,176.14,10.66
WASP-81 b,gas,non-habitable,,231.78,16
WASP-81 c,gas,non-habitable,17995.4,17995.4,9.01
WASP-82 b,gas,non-habitable,,394.25,18.7
WASP-83 b,gas,non-habitable,32.62,95.38,11.65
WASP-84 b,gas,non-habitable,75.47,220.65,10.55
WASP-85 b,gas,non-habitable,,402.19,13.89
WASP-86 b,gas,non-habitable,,261.03,7.08
WASP-87 A b,gas,non-habitable,,702.65,15.51
WASP-88 b,gas,non-habitable,,178.05,19.04
WASP-89 b,gas,non-habitable,,1875.85,11.65
WASP-90 b,gas,non-habitable,,200.3,18.26
WASP-91 b,gas,non-habitable,,426.04,11.54
WASP-92 b,gas,non-habitable,,255.94,16.36
WASP-93 b,gas,non-habitable,,467.37,17.89
WASP-94 A b,gas,non-habitable,,143.71,19.26
WASP-94 B b,gas,non-habitable,196.49,196.49,9.31
WASP-95 b,gas,non-habitable,,359.27,13.55
WASP-96 b,gas,non-habitable,34.33,152.61,13.44
WASP-97 b,gas,non-habitable,94.41,419.68,12.66
WASP-98 b,gas,non-habitable,59.36,263.89,12.32
WASP-99 b,gas,non-habitable,,883.87,12.32
WASP-100 b,gas,non-habitable,,645.42,18.93
WASP-101 b,gas,non-habitable,,158.97,15.79
WASP-102 b,gas,non-habitable,,198.39,14.1
WASP-103 b,gas,non-habitable,,473.73,17.11
WASP-104 b,gas,non-habitable,,404.42,12.73
WASP-105 b,gas,non-habitable,,572.29,10.75
WASP-106 b,gas,non-habitable,,612.03,12.15
WASP-107 b,gas,non-habitable,,38.15,10.53
WASP-108 b,gas,non-habitable,,371.04,13.61
WASP-109 b,gas,non-habitable,,289.33,16.16
WASP-110 b,gas,non-habitable,,163.74,13.87
WASP-111 b,gas,non-habitable,,588.19,16.15
WASP-112 b,gas,non-habitable,,279.79,13.34
WASP-113 b,gas,non-habitable,,151.02,15.78
WASP-114 b,gas,non-habitable,,562.44,15
WASP-117 b,gas,non-habitable,,87.59,11.44
WASP-118 b,gas,non-habitable,,163.42,16.13
WASP-119 b,gas,non-habitable,,391.07,15.68
WASP-120 b,gas,non-habitable,1608.65,1608.78,16.97
WASP-121 b,gas,non-habitable,,376.44,20.89
WASP-122 b,gas,non-habitable,,445.43,20.07
WASP-123 b,gas,non-habitable,,292.5,14.86
WASP-124 b,gas,non-habitable,63.36,190.76,13.89
WASP-126 b,gas,non-habitable,29.57,89.02,10.75
WASP-127 b,gas,non-habitable,,57.23,15.34
WASP-129 b,gas,non-habitable,,317.94,10.42
WASP-130 b,gas,non-habitable,,391.07,9.97
WASP-131 b,gas,non-habitable,,85.84,13.66
WASP-132 b,gas,non-habitable,,130.36,9.74
WASP-133 b,gas,non-habitable,,368.81,13.55
WASP-135 b,gas,non-habitable,,604.09,14.56
WASP-136 b,gas,non-habitable,,480.09,15.46
WASP-138 b,gas,non-habitable,387.89,387.89,10.61
WASP-139 b,gas,non-habitable,,37.2,8.96
WASP-140 b,gas,non-habitable,,775.77,16.13
